Year,Series,Sex,Cobertura,Residencia,Discapacidad,Province,County,Municipality,Units,GeoCode,Value
2014,EU_COV_RESI,,,,PD,,,Berriatua,PLAZA,Berriatua,0.0
2015,EU_COV_RESI,,,,PD,,,Berriatua,PLAZA,Berriatua,0.0
2011,EU_COV_RESI,,,,PD,,,Berriatua,PLAZA,Berriatua,0.0
2010,EU_COV_RESI,,,,PD,,,Berriatua,PLAZA,Berriatua,0.0
2019,EU_COV_RESI,,,,PD,,,Berriatua,PLAZA,Berriatua,0.0
2017,EU_COV_RESI,,,,PD,,,Berriatua,PLAZA,Berriatua,0.0
2018,EU_COV_RESI,,,,PD,,,Berriatua,PLAZA,Berriatua,0.0
2015,EU_COV_RESI,,,,PD,,,Berriz,PLAZA,Berriz,0.0
2017,EU_COV_RESI,,,,PD,,,Berriz,PLAZA,Berriz,0.0
2013,EU_COV_RESI,,,,PD,,,Berriz,PLAZA,Berriz,0.0
2010,EU_COV_RESI,,,,PD,,,Berriz,PLAZA,Berriz,0.0
2014,EU_COV_RESI,,,,PD,,,Berriz,PLAZA,Berriz,0.0
2019,EU_COV_RESI,,,,PD,,,Berriz,PLAZA,Berriz,0.0
2011,EU_COV_RESI,,,,PD,,,Berriz,PLAZA,Berriz,0.0
2018,EU_COV_RESI,,,,PD,,,Berriz,PLAZA,Berriz,0.0
2016,EU_COV_RESI,,,,PD,,,Berriz,PLAZA,Berriz,0.0
2015,EU_COV_RESI,,,,PD,,,Berrobi,PLAZA,Berrobi,0.0
2014,EU_COV_RESI,,,,PD,,,Berrobi,PLAZA,Berrobi,0.0
2010,EU_COV_RESI,,,,PD,,,Berrobi,PLAZA,Berrobi,0.0
2017,EU_COV_RESI,,,,PD,,,Berrobi,PLAZA,Berrobi,0.0
2013,EU_COV_RESI,,,,PD,,,Berrobi,PLAZA,Berrobi,0.0
2018,EU_COV_RESI,,,,PD,,,Berrobi,PLAZA,Berrobi,0.0
2011,EU_COV_RESI,,,,PD,,,Berrobi,PLAZA,Berrobi,0.0
2016,EU_COV_RESI,,,,PD,,,Berrobi,PLAZA,Berrobi,0.0
2019,EU_COV_RESI,,,,PD,,,Berrobi,PLAZA,Berrobi,0.0
2013,EU_COV_RESI,,,,PD,,,Bidania-Goiatz,PLAZA,Bidania-Goiatz,0.0
2016,EU_COV_RESI,,,,PD,,,Bidania-Goiatz,PLAZA,Bidania-Goiatz,0.0
2011,EU_COV_RESI,,,,PD,,,Bidania-Goiatz,PLAZA,Bidania-Goiatz,0.0
2018,EU_COV_RESI,,,,PD,,,Bidania-Goiatz,PLAZA,Bidania-Goiatz,0.0
2017,EU_COV_RESI,,,,PD,,,Bidania-Goiatz,PLAZA,Bidania-Goiatz,0.0
2010,EU_COV_RESI,,,,PD,,,Bidania-Goiatz,PLAZA,Bidania-Goiatz,0.0
2019,EU_COV_RESI,,,,PD,,,Bidania-Goiatz,PLAZA,Bidania-Goiatz,0.0
2014,EU_COV_RESI,,,,PD,,,Bidania-Goiatz,PLAZA,Bidania-Goiatz,0.0
2015,EU_COV_RESI,,,,PD,,,Bidania-Goiatz,PLAZA,Bidania-Goiatz,0.0
2014,EU_COV_RESI,,,,PD,,,Bilbao,PLAZA,Bilbao,1.1
2017,EU_COV_RESI,,,,PD,,,Bilbao,PLAZA,Bilbao,1.2
2016,EU_COV_RESI,,,,PD,,,Bilbao,PLAZA,Bilbao,1.2
2019,EU_COV_RESI,,,,PD,,,Bilbao,PLAZA,Bilbao,1.3
2018,EU_COV_RESI,,,,PD,,,Bilbao,PLAZA,Bilbao,1.2
2013,EU_COV_RESI,,,,PD,,,Bilbao,PLAZA,Bilbao,1.1
2010,EU_COV_RESI,,,,PD,,,Bilbao,PLAZA,Bilbao,0.7
2015,EU_COV_RESI,,,,PD,,,Bilbao,PLAZA,Bilbao,1.1
2011,EU_COV_RESI,,,,PD,,,Bilbao,PLAZA,Bilbao,0.9
2016,EU_COV_RESI,,,,PD,,,Busturia,PLAZA,Busturia,0.0
2011,EU_COV_RESI,,,,PD,,,Busturia,PLAZA,Busturia,0.0
2018,EU_COV_RESI,,,,PD,,,Busturia,PLAZA,Busturia,0.0
2017,EU_COV_RESI,,,,PD,,,Busturia,PLAZA,Busturia,0.0
2019,EU_COV_RESI,,,,PD,,,Busturia,PLAZA,Busturia,0.0
2015,EU_COV_RESI,,,,PD,,,Busturia,PLAZA,Busturia,0.0
2010,EU_COV_RESI,,,,PD,,,Busturia,PLAZA,Busturia,0.0
2014,EU_COV_RESI,,,,PD,,,Busturia,PLAZA,Busturia,0.0
2013,EU_COV_RESI,,,,PD,,,Busturia,PLAZA,Busturia,0.0
2015,EU_COV_RESI,,,,PD,,,Campezo/Kanpezu,PLAZA,Campezo/Kanpezu,0.0
2018,EU_COV_RESI,,,,PD,,,Campezo/Kanpezu,PLAZA,Campezo/Kanpezu,0.0
2013,EU_COV_RESI,,,,PD,,,Campezo/Kanpezu,PLAZA,Campezo/Kanpezu,0.0
2017,EU_COV_RESI,,,,PD,,,Campezo/Kanpezu,PLAZA,Campezo/Kanpezu,0.0
2019,EU_COV_RESI,,,,PD,,,Campezo/Kanpezu,PLAZA,Campezo/Kanpezu,0.0
2011,EU_COV_RESI,,,,PD,,,Campezo/Kanpezu,PLAZA,Campezo/Kanpezu,0.0
2014,EU_COV_RESI,,,,PD,,,Campezo/Kanpezu,PLAZA,Campezo/Kanpezu,0.0
2010,EU_COV_RESI,,,,PD,,,Campezo/Kanpezu,PLAZA,Campezo/Kanpezu,0.0
2016,EU_COV_RESI,,,,PD,,,Campezo/Kanpezu,PLAZA,Campezo/Kanpezu,0.0
2019,EU_COV_RESI,,,,PD,,,Deba,PLAZA,Deba,0.0
2017,EU_COV_RESI,,,,PD,,,Deba,PLAZA,Deba,0.0
2018,EU_COV_RESI,,,,PD,,,Deba,PLAZA,Deba,0.0
2013,EU_COV_RESI,,,,PD,,,Deba,PLAZA,Deba,0.0
2011,EU_COV_RESI,,,,PD,,,Deba,PLAZA,Deba,0.0
2016,EU_COV_RESI,,,,PD,,,Deba,PLAZA,Deba,0.0
2015,EU_COV_RESI,,,,PD,,,Deba,PLAZA,Deba,0.0
2010,EU_COV_RESI,,,,PD,,,Deba,PLAZA,Deba,0.0
2014,EU_COV_RESI,,,,PD,,,Deba,PLAZA,Deba,0.0
2019,EU_COV_RESI,,,,PD,,,Derio,PLAZA,Derio,3.5
2014,EU_COV_RESI,,,,PD,,,Derio,PLAZA,Derio,3.6
2016,EU_COV_RESI,,,,PD,,,Derio,PLAZA,Derio,3.6
2011,EU_COV_RESI,,,,PD,,,Derio,PLAZA,Derio,0.0
2015,EU_COV_RESI,,,,PD,,,Derio,PLAZA,Derio,3.5
2013,EU_COV_RESI,,,,PD,,,Derio,PLAZA,Derio,3.7
2018,EU_COV_RESI,,,,PD,,,Derio,PLAZA,Derio,3.6
2017,EU_COV_RESI,,,,PD,,,Derio,PLAZA,Derio,3.6
2010,EU_COV_RESI,,,,PD,,,Derio,PLAZA,Derio,0.0
2011,EU_COV_RESI,,,,PD,,,Dima,PLAZA,Dima,0.0
2015,EU_COV_RESI,,,,PD,,,Dima,PLAZA,Dima,0.0
2010,EU_COV_RESI,,,,PD,,,Dima,PLAZA,Dima,0.0
2019,EU_COV_RESI,,,,PD,,,Dima,PLAZA,Dima,0.0
2014,EU_COV_RESI,,,,PD,,,Dima,PLAZA,Dima,0.0
2018,EU_COV_RESI,,,,PD,,,Dima,PLAZA,Dima,0.0
2013,EU_COV_RESI,,,,PD,,,Dima,PLAZA,Dima,0.0
2017,EU_COV_RESI,,,,PD,,,Dima,PLAZA,Dima,0.0
2016,EU_COV_RESI,,,,PD,,,Dima,PLAZA,Dima,0.0
2014,EU_COV_RESI,,,,PD,,,Donostia / San Sebastián,PLAZA,Donostia / San Sebastián,2.6
2018,EU_COV_RESI,,,,PD,,,Donostia / San Sebastián,PLAZA,Donostia / San Sebastián,3.3
2011,EU_COV_RESI,,,,PD,,,Donostia / San Sebastián,PLAZA,Donostia / San Sebastián,2.6
2016,EU_COV_RESI,,,,PD,,,Donostia / San Sebastián,PLAZA,Donostia / San Sebastián,3.3
2010,EU_COV_RESI,,,,PD,,,Donostia / San Sebastián,PLAZA,Donostia / San Sebastián,2.5
2017,EU_COV_RESI,,,,PD,,,Donostia / San Sebastián,PLAZA,Donostia / San Sebastián,3.3
2013,EU_COV_RESI,,,,PD,,,Donostia / San Sebastián,PLAZA,Donostia / San Sebastián,2.6
2019,EU_COV_RESI,,,,PD,,,Donostia / San Sebastián,PLAZA,Donostia / San Sebastián,3.7
2015,EU_COV_RESI,,,,PD,,,Donostia / San Sebastián,PLAZA,Donostia / San Sebastián,3.2
2019,EU_COV_RESI,,,,PD,,,Durango,PLAZA,Durango,0.0
2015,EU_COV_RESI,,,,PD,,,Durango,PLAZA,Durango,0.0
2017,EU_COV_RESI,,,,PD,,,Durango,PLAZA,Durango,0.0
2016,EU_COV_RESI,,,,PD,,,Durango,PLAZA,Durango,0.0
2018,EU_COV_RESI,,,,PD,,,Durango,PLAZA,Durango,0.0
2014,EU_COV_RESI,,,,PD,,,Durango,PLAZA,Durango,0.0
2011,EU_COV_RESI,,,,PD,,,Durango,PLAZA,Durango,0.2
2013,EU_COV_RESI,,,,PD,,,Durango,PLAZA,Durango,0.0
2010,EU_COV_RESI,,,,PD,,,Durango,PLAZA,Durango,0.0
2016,EU_COV_RESI,,,,PD,,,Ea,PLAZA,Ea,0.0
2014,EU_COV_RESI,,,,PD,,,Ea,PLAZA,Ea,0.0
2017,EU_COV_RESI,,,,PD,,,Ea,PLAZA,Ea,0.0
2011,EU_COV_RESI,,,,PD,,,Ea,PLAZA,Ea,0.0
2019,EU_COV_RESI,,,,PD,,,Ea,PLAZA,Ea,0.0
2018,EU_COV_RESI,,,,PD,,,Ea,PLAZA,Ea,0.0
2013,EU_COV_RESI,,,,PD,,,Ea,PLAZA,Ea,0.0
2015,EU_COV_RESI,,,,PD,,,Ea,PLAZA,Ea,0.0
2010,EU_COV_RESI,,,,PD,,,Ea,PLAZA,Ea,0.0
2011,EU_COV_RESI,,,,PD,,,Eibar,PLAZA,Eibar,0.5
2010,EU_COV_RESI,,,,PD,,,Eibar,PLAZA,Eibar,0.5
2016,EU_COV_RESI,,,,PD,,,Eibar,PLAZA,Eibar,0.1
2018,EU_COV_RESI,,,,PD,,,Eibar,PLAZA,Eibar,0.1
2014,EU_COV_RESI,,,,PD,,,Eibar,PLAZA,Eibar,0.4
2017,EU_COV_RESI,,,,PD,,,Eibar,PLAZA,Eibar,0.1
2019,EU_COV_RESI,,,,PD,,,Eibar,PLAZA,Eibar,0.1
2013,EU_COV_RESI,,,,PD,,,Eibar,PLAZA,Eibar,0.5
2015,EU_COV_RESI,,,,PD,,,Eibar,PLAZA,Eibar,0.1
2019,EU_COV_RESI,,,,PD,,,Elantxobe,PLAZA,Elantxobe,0.0
2016,EU_COV_RESI,,,,PD,,,Elantxobe,PLAZA,Elantxobe,0.0
2017,EU_COV_RESI,,,,PD,,,Elantxobe,PLAZA,Elantxobe,0.0
2013,EU_COV_RESI,,,,PD,,,Elantxobe,PLAZA,Elantxobe,0.0
2010,EU_COV_RESI,,,,PD,,,Elantxobe,PLAZA,Elantxobe,0.0
2015,EU_COV_RESI,,,,PD,,,Elantxobe,PLAZA,Elantxobe,0.0
2018,EU_COV_RESI,,,,PD,,,Elantxobe,PLAZA,Elantxobe,0.0
2011,EU_COV_RESI,,,,PD,,,Elantxobe,PLAZA,Elantxobe,0.0
2014,EU_COV_RESI,,,,PD,,,Elantxobe,PLAZA,Elantxobe,0.0
2013,EU_COV_RESI,,,,PD,,,Elburgo/Burgelu,PLAZA,Elburgo/Burgelu,0.0
2014,EU_COV_RESI,,,,PD,,,Elburgo/Burgelu,PLAZA,Elburgo/Burgelu,0.0
2010,EU_COV_RESI,,,,PD,,,Elburgo/Burgelu,PLAZA,Elburgo/Burgelu,0.0
2011,EU_COV_RESI,,,,PD,,,Elburgo/Burgelu,PLAZA,Elburgo/Burgelu,0.0
2017,EU_COV_RESI,,,,PD,,,Elburgo/Burgelu,PLAZA,Elburgo/Burgelu,0.0
2019,EU_COV_RESI,,,,PD,,,Elburgo/Burgelu,PLAZA,Elburgo/Burgelu,0.0
2015,EU_COV_RESI,,,,PD,,,Elburgo/Burgelu,PLAZA,Elburgo/Burgelu,0.0
2018,EU_COV_RESI,,,,PD,,,Elburgo/Burgelu,PLAZA,Elburgo/Burgelu,0.0
2016,EU_COV_RESI,,,,PD,,,Elburgo/Burgelu,PLAZA,Elburgo/Burgelu,0.0
2011,EU_COV_RESI,,,,PD,,,Elciego,PLAZA,Elciego,0.0
2018,EU_COV_RESI,,,,PD,,,Elciego,PLAZA,Elciego,0.0
2017,EU_COV_RESI,,,,PD,,,Elciego,PLAZA,Elciego,0.0
2015,EU_COV_RESI,,,,PD,,,Elciego,PLAZA,Elciego,0.0
2019,EU_COV_RESI,,,,PD,,,Elciego,PLAZA,Elciego,0.0
2014,EU_COV_RESI,,,,PD,,,Elciego,PLAZA,Elciego,0.0
2016,EU_COV_RESI,,,,PD,,,Elciego,PLAZA,Elciego,0.0
2010,EU_COV_RESI,,,,PD,,,Elciego,PLAZA,Elciego,0.0
2013,EU_COV_RESI,,,,PD,,,Elciego,PLAZA,Elciego,0.0
2013,EU_COV_RESI,,,,PD,,,Elduain,PLAZA,Elduain,0.0
2019,EU_COV_RESI,,,,PD,,,Elduain,PLAZA,Elduain,0.0
2010,EU_COV_RESI,,,,PD,,,Elduain,PLAZA,Elduain,0.0
2015,EU_COV_RESI,,,,PD,,,Elduain,PLAZA,Elduain,0.0
2011,EU_COV_RESI,,,,PD,,,Elduain,PLAZA,Elduain,0.0
2018,EU_COV_RESI,,,,PD,,,Elduain,PLAZA,Elduain,0.0
2017,EU_COV_RESI,,,,PD,,,Elduain,PLAZA,Elduain,0.0
2016,EU_COV_RESI,,,,PD,,,Elduain,PLAZA,Elduain,0.0
2014,EU_COV_RESI,,,,PD,,,Elduain,PLAZA,Elduain,0.0
2015,EU_COV_RESI,,,,PD,,,Elgeta,PLAZA,Elgeta,0.0
2017,EU_COV_RESI,,,,PD,,,Elgeta,PLAZA,Elgeta,0.0
2011,EU_COV_RESI,,,,PD,,,Elgeta,PLAZA,Elgeta,0.0
2014,EU_COV_RESI,,,,PD,,,Elgeta,PLAZA,Elgeta,0.0
2019,EU_COV_RESI,,,,PD,,,Elgeta,PLAZA,Elgeta,0.0
2016,EU_COV_RESI,,,,PD,,,Elgeta,PLAZA,Elgeta,0.0
2018,EU_COV_RESI,,,,PD,,,Elgeta,PLAZA,Elgeta,0.0
2010,EU_COV_RESI,,,,PD,,,Elgeta,PLAZA,Elgeta,0.0
2013,EU_COV_RESI,,,,PD,,,Elgeta,PLAZA,Elgeta,0.0
2015,EU_COV_RESI,,,,PD,,,Elgoibar,PLAZA,Elgoibar,0.6
2013,EU_COV_RESI,,,,PD,,,Elgoibar,PLAZA,Elgoibar,0.6
2018,EU_COV_RESI,,,,PD,,,Elgoibar,PLAZA,Elgoibar,0.6
2019,EU_COV_RESI,,,,PD,,,Elgoibar,PLAZA,Elgoibar,0.6
2010,EU_COV_RESI,,,,PD,,,Elgoibar,PLAZA,Elgoibar,0.3
2011,EU_COV_RESI,,,,PD,,,Elgoibar,PLAZA,Elgoibar,0.6
2016,EU_COV_RESI,,,,PD,,,Elgoibar,PLAZA,Elgoibar,0.6
2014,EU_COV_RESI,,,,PD,,,Elgoibar,PLAZA,Elgoibar,0.6
2017,EU_COV_RESI,,,,PD,,,Elgoibar,PLAZA,Elgoibar,0.6
2013,EU_COV_RESI,,,,PD,,,Elorrio,PLAZA,Elorrio,4.8
2010,EU_COV_RESI,,,,PD,,,Elorrio,PLAZA,Elorrio,4.8
2015,EU_COV_RESI,,,,PD,,,Elorrio,PLAZA,Elorrio,4.8
2017,EU_COV_RESI,,,,PD,,,Elorrio,PLAZA,Elorrio,4.7
2011,EU_COV_RESI,,,,PD,,,Elorrio,PLAZA,Elorrio,4.8
2019,EU_COV_RESI,,,,PD,,,Elorrio,PLAZA,Elorrio,4.7
2014,EU_COV_RESI,,,,PD,,,Elorrio,PLAZA,Elorrio,4.8
2018,EU_COV_RESI,,,,PD,,,Elorrio,PLAZA,Elorrio,4.7
2016,EU_COV_RESI,,,,PD,,,Elorrio,PLAZA,Elorrio,4.7
2013,EU_COV_RESI,,,,PD,,,Elvillar/Bilar,PLAZA,Elvillar/Bilar,0.0
2011,EU_COV_RESI,,,,PD,,,Elvillar/Bilar,PLAZA,Elvillar/Bilar,0.0
2016,EU_COV_RESI,,,,PD,,,Elvillar/Bilar,PLAZA,Elvillar/Bilar,0.0
2014,EU_COV_RESI,,,,PD,,,Elvillar/Bilar,PLAZA,Elvillar/Bilar,0.0
2015,EU_COV_RESI,,,,PD,,,Elvillar/Bilar,PLAZA,Elvillar/Bilar,0.0
2019,EU_COV_RESI,,,,PD,,,Elvillar/Bilar,PLAZA,Elvillar/Bilar,0.0
2017,EU_COV_RESI,,,,PD,,,Elvillar/Bilar,PLAZA,Elvillar/Bilar,0.0
2010,EU_COV_RESI,,,,PD,,,Elvillar/Bilar,PLAZA,Elvillar/Bilar,0.0
2018,EU_COV_RESI,,,,PD,,,Elvillar/Bilar,PLAZA,Elvillar/Bilar,0.0
2019,EU_COV_RESI,,,,PD,,,Erandio,PLAZA,Erandio,1.1
2013,EU_COV_RESI,,,,PD,,,Erandio,PLAZA,Erandio,2.0
2014,EU_COV_RESI,,,,PD,,,Erandio,PLAZA,Erandio,1.5
2015,EU_COV_RESI,,,,PD,,,Erandio,PLAZA,Erandio,2.0
2018,EU_COV_RESI,,,,PD,,,Erandio,PLAZA,Erandio,1.0
2017,EU_COV_RESI,,,,PD,,,Erandio,PLAZA,Erandio,2.0
2010,EU_COV_RESI,,,,PD,,,Erandio,PLAZA,Erandio,2.2
2011,EU_COV_RESI,,,,PD,,,Erandio,PLAZA,Erandio,2.1
2016,EU_COV_RESI,,,,PD,,,Erandio,PLAZA,Erandio,2.0
2010,EU_COV_RESI,,,,PD,,,Ereño,PLAZA,Ereño,0.0
2016,EU_COV_RESI,,,,PD,,,Ereño,PLAZA,Ereño,0.0
2011,EU_COV_RESI,,,,PD,,,Ereño,PLAZA,Ereño,0.0
2015,EU_COV_RESI,,,,PD,,,Ereño,PLAZA,Ereño,0.0
2018,EU_COV_RESI,,,,PD,,,Ereño,PLAZA,Ereño,0.0
2013,EU_COV_RESI,,,,PD,,,Ereño,PLAZA,Ereño,0.0
2014,EU_COV_RESI,,,,PD,,,Ereño,PLAZA,Ereño,0.0
2017,EU_COV_RESI,,,,PD,,,Ereño,PLAZA,Ereño,0.0
2019,EU_COV_RESI,,,,PD,,,Ereño,PLAZA,Ereño,0.0
2015,EU_COV_RESI,,,,PD,,,Ermua,PLAZA,Ermua,0.0
2011,EU_COV_RESI,,,,PD,,,Ermua,PLAZA,Ermua,0.0
2014,EU_COV_RESI,,,,PD,,,Ermua,PLAZA,Ermua,0.0
2019,EU_COV_RESI,,,,PD,,,Ermua,PLAZA,Ermua,0.0
2013,EU_COV_RESI,,,,PD,,,Ermua,PLAZA,Ermua,0.0
2010,EU_COV_RESI,,,,PD,,,Ermua,PLAZA,Ermua,0.0
2017,EU_COV_RESI,,,,PD,,,Ermua,PLAZA,Ermua,0.0
2018,EU_COV_RESI,,,,PD,,,Ermua,PLAZA,Ermua,0.0
2016,EU_COV_RESI,,,,PD,,,Ermua,PLAZA,Ermua,0.0
2019,EU_COV_RESI,,,,PD,,,Errenteria,PLAZA,Errenteria,0.1
2018,EU_COV_RESI,,,,PD,,,Errenteria,PLAZA,Errenteria,0.1
2015,EU_COV_RESI,,,,PD,,,Errenteria,PLAZA,Errenteria,0.0
2014,EU_COV_RESI,,,,PD,,,Errenteria,PLAZA,Errenteria,0.2
2017,EU_COV_RESI,,,,PD,,,Errenteria,PLAZA,Errenteria,0.1
2016,EU_COV_RESI,,,,PD,,,Errenteria,PLAZA,Errenteria,0.1
2010,EU_COV_RESI,,,,PD,,,Errenteria,PLAZA,Errenteria,0.2
2013,EU_COV_RESI,,,,PD,,,Errenteria,PLAZA,Errenteria,0.2
2011,EU_COV_RESI,,,,PD,,,Errenteria,PLAZA,Errenteria,0.2
2015,EU_COV_RESI,,,,PD,,,Errezil,PLAZA,Errezil,0.0
2017,EU_COV_RESI,,,,PD,,,Errezil,PLAZA,Errezil,0.0
2016,EU_COV_RESI,,,,PD,,,Errezil,PLAZA,Errezil,0.0
2010,EU_COV_RESI,,,,PD,,,Errezil,PLAZA,Errezil,0.0
2019,EU_COV_RESI,,,,PD,,,Errezil,PLAZA,Errezil,0.0
2018,EU_COV_RESI,,,,PD,,,Errezil,PLAZA,Errezil,0.0
2011,EU_COV_RESI,,,,PD,,,Errezil,PLAZA,Errezil,0.0
2013,EU_COV_RESI,,,,PD,,,Errezil,PLAZA,Errezil,0.0
2014,EU_COV_RESI,,,,PD,,,Errezil,PLAZA,Errezil,0.0
2013,EU_COV_RESI,,,,PD,,,Erriberagoitia/Ribera Alta,PLAZA,Erriberagoitia/Ribera Alta,0.0
2019,EU_COV_RESI,,,,PD,,,Erriberagoitia/Ribera Alta,PLAZA,Erriberagoitia/Ribera Alta,0.0
2015,EU_COV_RESI,,,,PD,,,Erriberagoitia/Ribera Alta,PLAZA,Erriberagoitia/Ribera Alta,0.0
2017,EU_COV_RESI,,,,PD,,,Erriberagoitia/Ribera Alta,PLAZA,Erriberagoitia/Ribera Alta,0.0
2016,EU_COV_RESI,,,,PD,,,Erriberagoitia/Ribera Alta,PLAZA,Erriberagoitia/Ribera Alta,0.0
2014,EU_COV_RESI,,,,PD,,,Erriberagoitia/Ribera Alta,PLAZA,Erriberagoitia/Ribera Alta,0.0
2018,EU_COV_RESI,,,,PD,,,Erriberagoitia/Ribera Alta,PLAZA,Erriberagoitia/Ribera Alta,0.0
2011,EU_COV_RESI,,,,PD,,,Erriberagoitia/Ribera Alta,PLAZA,Erriberagoitia/Ribera Alta,0.0
2010,EU_COV_RESI,,,,PD,,,Erriberagoitia/Ribera Alta,PLAZA,Erriberagoitia/Ribera Alta,0.0
2019,EU_COV_RESI,,,,PD,,,Errigoiti,PLAZA,Errigoiti,0.0
2011,EU_COV_RESI,,,,PD,,,Errigoiti,PLAZA,Errigoiti,0.0
2017,EU_COV_RESI,,,,PD,,,Errigoiti,PLAZA,Errigoiti,0.0
2016,EU_COV_RESI,,,,PD,,,Errigoiti,PLAZA,Errigoiti,0.0
2013,EU_COV_RESI,,,,PD,,,Errigoiti,PLAZA,Errigoiti,0.0
2014,EU_COV_RESI,,,,PD,,,Errigoiti,PLAZA,Errigoiti,0.0
2018,EU_COV_RESI,,,,PD,,,Errigoiti,PLAZA,Errigoiti,0.0
2010,EU_COV_RESI,,,,PD,,,Errigoiti,PLAZA,Errigoiti,0.0
2015,EU_COV_RESI,,,,PD,,,Errigoiti,PLAZA,Errigoiti,0.0
2016,EU_COV_RESI,,,,PD,,,Eskoriatza,PLAZA,Eskoriatza,0.0
2017,EU_COV_RESI,,,,PD,,,Eskoriatza,PLAZA,Eskoriatza,0.0
2013,EU_COV_RESI,,,,PD,,,Eskoriatza,PLAZA,Eskoriatza,0.0
2018,EU_COV_RESI,,,,PD,,,Eskoriatza,PLAZA,Eskoriatza,0.0
2015,EU_COV_RESI,,,,PD,,,Eskoriatza,PLAZA,Eskoriatza,0.0
2019,EU_COV_RESI,,,,PD,,,Eskoriatza,PLAZA,Eskoriatza,0.0
2014,EU_COV_RESI,,,,PD,,,Eskoriatza,PLAZA,Eskoriatza,0.0
2011,EU_COV_RESI,,,,PD,,,Eskoriatza,PLAZA,Eskoriatza,0.0
2010,EU_COV_RESI,,,,PD,,,Eskoriatza,PLAZA,Eskoriatza,0.0
2018,EU_COV_RESI,,,,PD,,,Etxebarri,PLAZA,Etxebarri,0.0
2016,EU_COV_RESI,,,,PD,,,Etxebarri,PLAZA,Etxebarri,0.0
2017,EU_COV_RESI,,,,PD,,,Etxebarri,PLAZA,Etxebarri,0.0
2011,EU_COV_RESI,,,,PD,,,Etxebarri,PLAZA,Etxebarri,0.0
2019,EU_COV_RESI,,,,PD,,,Etxebarri,PLAZA,Etxebarri,0.0
2013,EU_COV_RESI,,,,PD,,,Etxebarri,PLAZA,Etxebarri,0.0
2010,EU_COV_RESI,,,,PD,,,Etxebarri,PLAZA,Etxebarri,0.0
2015,EU_COV_RESI,,,,PD,,,Etxebarri,PLAZA,Etxebarri,0.0
2014,EU_COV_RESI,,,,PD,,,Etxebarri,PLAZA,Etxebarri,0.0
2011,EU_COV_RESI,,,,PD,,,Etxebarria,PLAZA,Etxebarria,0.0
2018,EU_COV_RESI,,,,PD,,,Etxebarria,PLAZA,Etxebarria,0.0
2016,EU_COV_RESI,,,,PD,,,Etxebarria,PLAZA,Etxebarria,0.0
2013,EU_COV_RESI,,,,PD,,,Etxebarria,PLAZA,Etxebarria,0.0
2014,EU_COV_RESI,,,,PD,,,Etxebarria,PLAZA,Etxebarria,0.0
2010,EU_COV_RESI,,,,PD,,,Etxebarria,PLAZA,Etxebarria,0.0
2019,EU_COV_RESI,,,,PD,,,Etxebarria,PLAZA,Etxebarria,0.0
2017,EU_COV_RESI,,,,PD,,,Etxebarria,PLAZA,Etxebarria,0.0
2015,EU_COV_RESI,,,,PD,,,Etxebarria,PLAZA,Etxebarria,0.0
2018,EU_COV_RESI,,,,PD,,,Ezkio-Itsaso,PLAZA,Ezkio-Itsaso,0.0
2010,EU_COV_RESI,,,,PD,,,Ezkio-Itsaso,PLAZA,Ezkio-Itsaso,0.0
2014,EU_COV_RESI,,,,PD,,,Ezkio-Itsaso,PLAZA,Ezkio-Itsaso,0.0
2013,EU_COV_RESI,,,,PD,,,Ezkio-Itsaso,PLAZA,Ezkio-Itsaso,0.0
2019,EU_COV_RESI,,,,PD,,,Ezkio-Itsaso,PLAZA,Ezkio-Itsaso,0.0
2016,EU_COV_RESI,,,,PD,,,Ezkio-Itsaso,PLAZA,Ezkio-Itsaso,0.0
2011,EU_COV_RESI,,,,PD,,,Ezkio-Itsaso,PLAZA,Ezkio-Itsaso,0.0
2017,EU_COV_RESI,,,,PD,,,Ezkio-Itsaso,PLAZA,Ezkio-Itsaso,0.0
2015,EU_COV_RESI,,,,PD,,,Ezkio-Itsaso,PLAZA,Ezkio-Itsaso,0.0
2010,EU_COV_RESI,,,,PD,,,Forua,PLAZA,Forua,0.0
2014,EU_COV_RESI,,,,PD,,,Forua,PLAZA,Forua,0.0
2016,EU_COV_RESI,,,,PD,,,Forua,PLAZA,Forua,0.0
2018,EU_COV_RESI,,,,PD,,,Forua,PLAZA,Forua,0.0
2019,EU_COV_RESI,,,,PD,,,Forua,PLAZA,Forua,0.0
2017,EU_COV_RESI,,,,PD,,,Forua,PLAZA,Forua,0.0
2015,EU_COV_RESI,,,,PD,,,Forua,PLAZA,Forua,0.0
2011,EU_COV_RESI,,,,PD,,,Forua,PLAZA,Forua,0.0
2013,EU_COV_RESI,,,,PD,,,Forua,PLAZA,Forua,0.0
2011,EU_COV_RESI,,,,PD,,,Fruiz,PLAZA,Fruiz,0.0
2014,EU_COV_RESI,,,,PD,,,Fruiz,PLAZA,Fruiz,0.0
2019,EU_COV_RESI,,,,PD,,,Fruiz,PLAZA,Fruiz,10.7
2018,EU_COV_RESI,,,,PD,,,Fruiz,PLAZA,Fruiz,11.0
2017,EU_COV_RESI,,,,PD,,,Fruiz,PLAZA,Fruiz,11.0
2010,EU_COV_RESI,,,,PD,,,Fruiz,PLAZA,Fruiz,0.0
2013,EU_COV_RESI,,,,PD,,,Fruiz,PLAZA,Fruiz,0.0
